c,run,jfi,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
49,1,0.8788171325597649,0.23499665599956643,0.5445226140000159,0.5445524240003579,0.5703894189991843,0.5704195289999916,0.5704352969987667,0.5704499149996991,0.5704654759992991,0.5798209659988061,0.5798418309987028
49,2,0.853335530722747,0.22196483799962152,0.556749563998892,0.5585184969986585,0.5705531509993307,0.5705812549986149,0.5886669139999867,0.5886926189996302,0.5887022869992506,0.5887114709985326,0.5887212939996971
49,3,0.8069297844367233,0.20254236200162268,0.5876213410010678,0.587655467001241,0.5997520330001862,0.5997759130004852,0.5997898929999792,0.5998046960012289,0.5998176960001729,0.5998304910008301,0.6000280220014247
49,4,0.8186442146717678,0.18887441999868315,0.4706181679994188,0.5266928109995206,0.5267253579986573,0.5267404730002454,0.5390932409991365,0.5559250579990476,0.5713315649991273,0.5713546379993204,0.5713643439994485
49,5,0.8389069755235322,0.20498687700091978,0.5182980000008683,0.5192135199995391,0.5543655590008711,0.5630130490008014,0.5630484640005307,0.5630632789998344,0.5630772309996246,0.5771432140008983,0.5771691219997592
49,6,0.9185251476037506,0.29018290499880095,0.5507156739986385,0.6050030789992888,0.6050342059988907,0.6050505789989984,0.6050642259997403,0.6050779329998477,0.6166360179995536,0.6414547929998662,0.6414836289986852
49,7,0.7122203982058654,0.1509746459996677,0.48594340800082136,0.5534144289995311,0.5634969010006898,0.563527227999657,0.5635428400000819,0.5635573859999568,0.5635720360005507,0.5773789630002284,0.5810108950008726
49,8,0.7232617892521994,0.15012279499933356,0.5255570469998929,0.5255925429992203,0.5256087130001106,0.5256244849988434,0.5365274579999095,0.5556614779998199,0.5556821609989129,0.5556910949999292,0.5557021980002901
49,9,0.6877106621563048,0.14964215100008005,0.5601423880016227,0.5601707880014146,0.5783560150011908,0.5783823890014901,0.5783929180015548,0.5784027320005407,0.6000729100014723,0.6000987200004602,0.6164008800005831
53,0,0.693127486417434,0.14089941499878478,0.4928114779995667,0.5097542109997448,0.5458608519984409,0.5458944849997351,0.5459105159989122,0.5576281829999061,0.5576565119990846,0.5619151149985555,0.5686155319999671
53,1,0.7589769617823384,0.16700547599975835,0.520702183001049,0.5207338939999318,0.5532038639994425,0.5583011359994998,0.5583289469996089,0.5583395770008792,0.5583479649994842,0.5750508350010932,0.5774746610004513
53,2,0.7042783141914025,0.1518254539987538,0.545404996999423,0.5575599660005537,0.5575898949991824,0.5712123310004245,0.571237411999391,0.5712463809995825,0.5712548439987586,0.5934229119993688,0.5934483979999641
53,3,0.772754216642429,0.1696873949986184,0.5128441469987592,0.5128848899985314,0.5129024439993373,0.5544107959995017,0.5544441509991884,0.5586805789989739,0.5587066299995058,0.5641909689984459,0.5687788079994789
